2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,1.000000000000000021e-02,1.000000000000000021e-02,9.000000000000000222e-01,1.000000000000000021e-02,1.000000000000000021e-02,2.380952380952379866e-03,1.000000000000000021e-02,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379432e-03
2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,1.666666666666666644e-02,9.000000000000000222e-01,2.173913043478259595e-03,2.173913043478259595e-03,1.666666666666666644e-02,1.666666666666666644e-02,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478262197e-03
2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,1.666666666666666644e-02,1.666666666666666644e-02,2.173913043478259595e-03,9.000000000000000222e-01,1.666666666666666644e-02,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478262197e-03
2.272727272727271750e-03,1.250000000000000069e-02,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,1.250000000000000069e-02,2.272727272727271750e-03,1.250000000000000069e-02,2.272727272727271750e-03,2.272727272727271750e-03,1.250000000000000069e-02,9.000000000000000222e-01,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727266545e-03
2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,1.250000000000000069e-02,2.272727272727271750e-03,1.250000000000000069e-02,1.250000000000000069e-02,2.272727272727271750e-03,2.272727272727271750e-03,9.000000000000000222e-01,1.250000000000000069e-02,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727266545e-03
2.083333333333332437e-03,2.083333333333332437e-03,2.083333333333332437e-03,2.083333333333332437e-03,2.083333333333332437e-03,2.083333333333332437e-03,2.083333333333332437e-03,2.083333333333332437e-03,2.083333333333332437e-03,2.083333333333332437e-03,2.083333333333332437e-03,2.500000000000000139e-02,2.083333333333332437e-03,2.083333333333332437e-03,2.500000000000000139e-02,9.000000000000000222e-01,2.083333333333332437e-03,2.083333333333332437e-03,2.083333333333332437e-03,2.083333333333332437e-03,2.083333333333332437e-03,2.083333333333332437e-03,2.083333333333332437e-03,2.083333333333332437e-03,2.083333333333332437e-03,2.083333333333332437e-03,2.083333333333325932e-03
1.666666666666666644e-02,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,9.000000000000000222e-01,2.173913043478259595e-03,1.666666666666666644e-02,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,1.666666666666666644e-02,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478262197e-03
2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,9.000000000000000222e-01,2.380952380952379866e-03,1.000000000000000021e-02,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379866e-03,2.380952380952379432e-03
8.333333333333333218e-03,2.499999999999998751e-03,2.499999999999998751e-03,8.333333333333333218e-03,8.333333333333333218e-03,2.499999999999998751e-03,2.499999999999998751e-03,2.499999999999998751e-03,2.499999999999998751e-03,2.499999999999998751e-03,2.499999999999998751e-03,2.499999999999998751e-03,2.499999999999998751e-03,2.499999999999998751e-03,2.499999999999998751e-03,2.499999999999998751e-03,2.499999999999998751e-03,2.499999999999998751e-03,9.000000000000000222e-01,2.499999999999998751e-03,2.499999999999998751e-03,2.499999999999998751e-03,8.333333333333333218e-03,8.333333333333333218e-03,2.499999999999998751e-03,8.333333333333333218e-03,2.500000000000002220e-03
2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,1.250000000000000069e-02,1.250000000000000069e-02,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,1.250000000000000069e-02,2.272727272727271750e-03,9.000000000000000222e-01,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,1.250000000000000069e-02,2.272727272727271750e-03,2.272727272727266545e-03
2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,1.250000000000000069e-02,1.250000000000000069e-02,1.250000000000000069e-02,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,9.000000000000000222e-01,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,1.250000000000000069e-02,2.272727272727271750e-03,2.272727272727266545e-03
2.272727272727271750e-03,1.250000000000000069e-02,1.250000000000000069e-02,2.272727272727271750e-03,2.272727272727271750e-03,1.250000000000000069e-02,1.250000000000000069e-02,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,9.000000000000000222e-01,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727266545e-03
1.250000000000000069e-02,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,1.250000000000000069e-02,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,1.250000000000000069e-02,2.272727272727271750e-03,1.250000000000000069e-02,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,9.000000000000000222e-01,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727266545e-03
2.272727272727271750e-03,2.272727272727271750e-03,1.250000000000000069e-02,1.250000000000000069e-02,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,1.250000000000000069e-02,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,9.000000000000000222e-01,2.272727272727271750e-03,1.250000000000000069e-02,2.272727272727266545e-03
2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,1.250000000000000069e-02,1.250000000000000069e-02,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,1.250000000000000069e-02,1.250000000000000069e-02,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,2.272727272727271750e-03,9.000000000000000222e-01,2.272727272727271750e-03,2.272727272727266545e-03
1.666666666666666644e-02,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,1.666666666666666644e-02,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,2.173913043478259595e-03,1.666666666666666644e-02,2.173913043478259595e-03,9.000000000000000222e-01,2.173913043478262197e-03
3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,3.846153846153846367e-03,8.000000000000000444e-01
